id,basicwgt,statecensus,age,sex,race_ethnicity,educ,laborforce,industry,Occupation,educ_code
9.02E+14,4205.2476,AZ,36,Male,Hispanic,College,Employed-at work,Manufacturing,Aerospace Engineers,4
9.02E+14,,AZ,2,Female,Hispanic,,,,-1,NA
9.02E+14,,AZ,5,Female,Hispanic,,,,-1,NA
9.02E+14,3602.5364,AZ,30,Male,White,College,Employed-at work,Manufacturing,"Physical Scientists, All Other",4
9.02E+14,4174.166,AZ,30,Female,White,College,Employed-at work,Educational and health services,Registered Nurses,4
9.02E+14,,AZ,1,Male,White,,,,-1,NA
9.02E+14,,AZ,4,Male,White,,,,-1,NA
9.02E+14,4165.4819,AZ,30,Male,Hispanic,Less than high school,Employed-at work,Professional and business services,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1
9.02E+14,3718.3911,AZ,30,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
9.02E+14,,AZ,11,Female,Hispanic,,,,-1,NA
9.02E+14,,AZ,11,Female,Hispanic,,,,-1,NA
9.02E+14,4670.6245,AZ,63,Female,White,Advanced,Employed-absent,Educational and health services,Teaching Assistants,5
9.05E+14,4243.6641,AZ,21,Male,White,Some college,Employed-at work,Leisure and hospitality,Waiters and Waitresses,3
9.05E+14,4034.2207,AZ,21,Male,White,Some college,Not in labor force-other,,-1,3
9.05E+14,4243.6641,AZ,21,Male,White,Some college,Employed-at work,Financial activities,Financial and Investment Analysts,3
9.05E+14,3997.7383,AZ,54,Female,Hispanic,High school,Employed-at work,Public administration,Janitors and Building Cleaners,2
9.05E+14,4683.3784,AZ,52,Male,White,High school,Employed-at work,Public administration,Correctional Officers and Jailers,2
9.05E+14,3192.1389,AZ,61,Female,White,Some college,Not in labor force-disabled,,-1,3
9.05E+14,3192.1389,AZ,60,Female,White,Some college,Not in labor force-disabled,,-1,3
9.07E+14,4321.437,AZ,60,Female,White,Some college,Not in labor force-retired,,-1,3
9.07E+14,5238.6396,AZ,64,Male,White,High school,Employed-at work,Educational and health services,"Maintenance and Repair Workers, General",2
9.07E+14,4099.0913,AZ,60,Female,White,Some college,Not in labor force-retired,,-1,3
9.07E+14,,AZ,7,Male,White,,,,-1,NA
9.07E+14,5945.4795,AZ,25,Female,White,Less than high school,Employed-at work,Other services,Animal Caretakers,1
9.07E+14,5945.4795,AZ,25,Female,White,College,Employed-at work,Educational and health services,Tutors,4
9.07E+14,3455.0947,AZ,80,Female,White,High school,Not in labor force-retired,,-1,2
9.07E+14,4194.3726,AZ,45,Female,White,High school,Employed-at work,Financial activities,Other Mathematical Science Occupations,2
9.07E+14,3471.2273,AZ,71,Female,White,High school,Not in labor force-retired,,-1,2
9.07E+14,4758.2026,AZ,34,Female,Black,High school,Not in labor force-other,,-1,2
9.07E+14,,AZ,1,Female,Black,,,,-1,NA
9.07E+14,,AZ,10,Male,Black,,,,-1,NA
9.07E+14,,AZ,14,Female,Black,,,,-1,NA
9.10E+14,3482.8518,AZ,25,Male,Black,Some college,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,3
9.10E+14,3482.8518,AZ,26,Male,Black,College,Employed-at work,Wholesale and retail trade,"Laborers and Freight, Stock, and Material Movers, Hand",4
9.10E+14,4344.229,AZ,25,Male,White,Some college,Employed-at work,Wholesale and retail trade,"Sales Representatives, Wholesale and Manufacturing",3
9.10E+14,3533.4231,AZ,30,Male,White,Some college,Employed-at work,Wholesale and retail trade,Sales Managers,3
9.11E+14,3339.1333,AZ,80,Female,White,College,Not in labor force-retired,,-1,4
9.11E+14,4239.3452,AZ,80,Male,White,Advanced,Not in labor force-retired,,-1,5
9.11E+14,3932.7776,AZ,28,Male,White,College,Employed-at work,Financial activities,Database Administrators and Architects,4
9.11E+14,4451.1362,AZ,28,Female,White,College,Employed-at work,Educational and health services,"Office and Administrative Support Workers, All Other",4
9.45E+14,5955.1958,AZ,75,Male,Asian,Advanced,Not in labor force-retired,,-1,5
9.45E+14,3811.4043,AZ,67,Female,Asian,Some college,Not in labor force-retired,,-1,3
9.64E+14,3893.3975,AZ,25,Female,Hispanic,Some college,Employed-at work,Public administration,Correctional Officers and Jailers,3
9.64E+14,3797.3484,AZ,31,Male,Hispanic,High school,Not in labor force-other,,-1,2
9.64E+14,,AZ,0,Male,Hispanic,,,,-1,NA
9.84E+14,3244.5266,AZ,64,Female,White,High school,Employed-at work,Financial activities,Executive Secretaries and Executive Administrative Assistants,2
9.84E+14,5882.1187,AZ,26,Female,White,High school,Unemployed-looking,Educational and health services,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2
4.10E+11,4431.0195,AZ,58,Female,Other,Some college,Employed-at work,Educational and health services,Elementary and Middle School Teachers,3
4.10E+11,6513.2476,AZ,27,Female,Other,Some college,Unemployed-looking,,-1,3
4.12E+11,3610.3943,AZ,75,Female,White,Some college,Not in labor force-retired,,-1,3
4.12E+11,5071.0454,AZ,31,Male,White,Some college,Employed-at work,Manufacturing,Driver/Sales Workers and Truck Drivers,3
4.12E+11,4260.7148,AZ,32,Female,White,College,Employed-at work,Educational and health services,"Managers, All Other",4
4.12E+11,,AZ,0,Male,White,,,,-1,NA
4.12E+11,,AZ,0,Male,White,,,,-1,NA
4.12E+11,4037.3811,AZ,56,Female,White,High school,Not in labor force-other,,-1,2
4.12E+11,4507.2417,AZ,71,Male,White,Some college,Not in labor force-retired,,-1,3
4.12E+11,5029.5825,AZ,47,Male,White,High school,Employed-at work,Transportation and utilities,Driver/Sales Workers and Truck Drivers,2
4.12E+11,3769.2551,AZ,30,Female,White,High school,Employed-at work,Financial activities,Receptionists and Information Clerks,2
4.12E+11,,AZ,2,Male,White,,,,-1,NA
4.12E+11,,AZ,8,Female,White,,,,-1,NA
4.12E+11,3025.3208,AZ,80,Female,White,Advanced,Not in labor force-retired,,-1,5
4.12E+11,3567.9919,AZ,54,Female,White,Some college,Not in labor force-other,,-1,3
4.12E+11,3959.051,AZ,52,Male,White,College,Unemployed-looking,Manufacturing,Industrial and Refractory Machinery Mechanics,4
4.12E+11,3916.8096,AZ,36,Female,White,College,Not in labor force-other,,-1,4
4.12E+11,3960.7537,AZ,38,Male,White,High school,Employed-at work,Financial activities,Insurance Sales Agents,2
4.12E+11,,AZ,5,Female,White,,,,-1,NA
4.12E+11,,AZ,8,Male,White,,,,-1,NA
4.12E+11,,AZ,11,Female,White,,,,-1,NA
4.12E+11,5663.7793,AZ,50,Male,White,Some college,Employed-at work,Manufacturing,First-Line Supervisors of Production and Operating Workers,3
4.13E+11,6100.1084,AZ,49,Male,White,College,Employed-at work,Public administration,Police Officers,4
4.13E+11,5191.1914,AZ,49,Female,White,Advanced,Not in labor force-other,,-1,5
4.13E+11,,AZ,12,Female,White,,,,-1,NA
4.13E+11,,AZ,15,Male,White,Less than high school,Not in labor force-other,,-1,1
4.13E+11,4968.8828,AZ,75,Male,White,Some college,Not in labor force-retired,,-1,3
4.13E+11,4505.4668,AZ,73,Female,White,Some college,Not in labor force-retired,,-1,3
4.14E+11,4514.6128,AZ,45,Female,White,High school,Employed-at work,Financial activities,Insurance Underwriters,2
4.14E+11,6691.2275,AZ,23,Male,White,Some college,Employed-at work,Wholesale and retail trade,Stockers and Order Fillers,3
4.14E+11,3948.2957,AZ,68,Female,White,High school,Not in labor force-retired,,-1,2
4.14E+11,6252.5488,AZ,56,Male,White,Advanced,Employed-at work,Other services,Musicians and Singers,5
4.14E+11,5200.4863,AZ,64,Male,Hispanic,Less than high school,Employed-at work,Leisure and hospitality,Cooks,1
4.14E+11,4560.3857,AZ,62,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
4.14E+11,4982.4268,AZ,21,Female,Hispanic,High school,Employed-at work,Educational and health services,Dental Assistants,2
4.15E+11,4221.356,AZ,42,Female,White,College,Employed-at work,Educational and health services,Education and Childcare Administrators ,4
4.15E+11,4997.0386,AZ,43,Male,White,Some college,Employed-at work,Public administration,Probation Officers and Correctional Treatment Specialists,3
4.15E+11,,AZ,6,Male,White,,,,-1,NA
4.15E+11,,AZ,8,Male,White,,,,-1,NA
4.15E+11,,AZ,12,Male,White,,,,-1,NA
4.15E+11,4525.564,AZ,46,Female,White,College,Not in labor force-other,,-1,4
4.15E+11,4976.8374,AZ,52,Male,White,Some college,Not in labor force-disabled,,-1,3
4.15E+11,5054.894,AZ,80,Male,White,High school,Not in labor force-retired,,-1,2
4.15E+11,4729.0786,AZ,80,Female,White,High school,Not in labor force-retired,,-1,2
4.15E+11,4029.3142,AZ,35,Male,White,College,Employed-at work,Financial activities,"Office and Administrative Support Workers, All Other",4
4.15E+11,3930.9336,AZ,30,Female,White,College,Employed-at work,Other services,Supervisors of Personal Care and Service Workers,4
4.15E+11,,AZ,14,Female,White,,,,-1,NA
4.15E+11,6182.6392,AZ,46,Male,White,High school,Employed-at work,Wholesale and retail trade,Project Management Specialists,2
4.15E+11,4389.8022,AZ,41,Female,White,High school,Employed-at work,Wholesale and retail trade,"Computer Occupations, All Other",2
4.16E+11,4261.9385,AZ,56,Female,White,Advanced,Employed-at work,Educational and health services,Education and Childcare Administrators ,5
4.16E+11,6192.21,AZ,55,Male,White,College,Not in labor force-other,,-1,4
4.16E+11,4567.6675,AZ,21,Male,White,Some college,Employed-at work,Wholesale and retail trade,Counter and Rental Clerks,3
4.16E+11,4999.0845,AZ,67,Female,Hispanic,Less than high school,Not in labor force-retired,,-1,1
4.16E+11,7242.8149,AZ,69,Male,Hispanic,Less than high school,Not in labor force-retired,,-1,1
4.16E+11,5746.4531,AZ,49,Male,White,College,Employed-at work,Financial activities,"Claims Adjusters, Appraisers, Examiners, and Investigators",4
4.16E+11,4494.2075,AZ,45,Female,White,Advanced,Employed-at work,Other services,Social and Human Service Assistants,5
4.17E+11,4233.0449,AZ,25,Male,White,College,Employed-at work,Professional and business services,Advertising and Promotions Managers,4
4.17E+11,4781.7705,AZ,27,Female,Asian,High school,Employed-at work,Wholesale and retail trade,Animal Caretakers,2
4.17E+11,4098.5645,AZ,65,Female,White,Some college,Employed-at work,Professional and business services,Purchasing Managers,3
1.23E+12,6796.6377,AZ,61,Male,Other,Some college,Employed-at work,Public administration,Construction and Building Inspectors,3
1.23E+12,4431.0195,AZ,62,Female,Other,High school,Employed-at work,Public administration,"Managers, All Other",2
1.23E+12,,AZ,5,Female,Other,,,,-1,NA
1.23E+12,,AZ,9,Female,Other,,,,-1,NA
3.04E+12,4253.4331,AZ,67,Female,White,Advanced,Not in labor force-other,,-1,5
3.04E+12,5444.6255,AZ,65,Male,White,College,Employed-at work,Educational and health services,"Managers, All Other",4
3.85E+12,4244.5122,AZ,49,Female,Black,College,Unemployed-looking,Information,"Managers, All Other",4
3.85E+12,4091.6677,AZ,48,Male,Black,Some college,Employed-at work,"Agriculture, forestry, fishing, and hunting",Miscellaneous Agricultural Workers,3
3.85E+12,5010.8369,AZ,19,Female,Black,Some college,Employed-at work,Wholesale and retail trade,"Shipping, Receiving, and Inventory Clerks",3
3.85E+12,3700.5093,AZ,20,Male,Black,Some college,Employed-at work,Wholesale and retail trade,Other Production Workers,3
6.11E+12,3497.9102,AZ,29,Female,White,Some college,Not in labor force-other,Transportation and utilities,Couriers and Messengers,3
6.11E+12,3107.9536,AZ,30,Male,White,Some college,Employed-at work,Educational and health services,Registered Nurses,3
6.11E+12,,AZ,1,Female,White,,,,-1,NA
6.11E+12,,AZ,4,Male,White,,,,-1,NA
6.11E+12,,AZ,6,Female,White,,,,-1,NA
8.85E+12,6100.1084,AZ,48,Male,White,Some college,Employed-at work,Professional and business services,"Managers, All Other",3
8.85E+12,3886.6067,AZ,41,Male,White,Advanced,Employed-at work,Educational and health services,Nurse Practitioners,5
1.12E+13,3154.0254,AZ,38,Male,White,Some college,Employed-at work,Public administration,First-Line Supervisors of Police and Detectives,3
1.12E+13,3478.2791,AZ,35,Female,White,Advanced,Employed-at work,Educational and health services,Nurse Practitioners,5
1.12E+13,,AZ,0,Female,White,,,,-1,NA
1.16E+13,4052.436,AZ,78,Female,White,College,Not in labor force-retired,,-1,4
1.16E+13,4253.4331,AZ,66,Female,White,Some college,Not in labor force-retired,,-1,3
1.36E+13,3610.3943,AZ,79,Female,White,Some college,Not in labor force-retired,,-1,3
1.61E+13,4979.0791,AZ,26,Female,Hispanic,High school,Not in labor force-other,,-1,2
1.61E+13,4358.6494,AZ,29,Male,Hispanic,Less than high school,Employed-at work,Construction,Construction Laborers,1
1.61E+13,,AZ,0,Female,Hispanic,,,,-1,NA
1.61E+13,,AZ,4,Female,Hispanic,,,,-1,NA
1.71E+13,3231.0918,AZ,41,Male,White,Advanced,Employed-at work,Public administration,"Engineers, All Other",5
1.71E+13,3214.1797,AZ,41,Female,White,Some college,Employed-at work,Educational and health services,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,3
1.71E+13,,AZ,13,Male,White,,,,-1,NA
1.71E+13,,AZ,13,Female,White,,,,-1,NA
1.72E+13,3864.657,AZ,70,Male,White,Some college,Not in labor force-retired,,-1,3
1.87E+13,5080.4966,AZ,62,Male,White,High school,Employed-at work,Construction,Construction Laborers,2
1.87E+13,4778.6743,AZ,27,Female,White,College,Employed-absent,Educational and health services,Elementary and Middle School Teachers,4
2.12E+13,8371.3408,AZ,49,Female,Hispanic,College,Employed-at work,Professional and business services,"Managers, All Other",4
2.12E+13,6100.1084,AZ,49,Male,White,Some college,Employed-at work,Manufacturing,Firefighters,3
2.12E+13,4782.0864,AZ,18,Female,Asian,Less than high school,Not in labor force-other,,-1,1
2.12E+13,6131.0386,AZ,28,Male,Hispanic,Some college,Employed-at work,Manufacturing,"Computer Occupations, All Other",3
2.83E+13,4890.207,AZ,54,Female,Hispanic,Some college,Employed-at work,Leisure and hospitality,Cooks,3
2.83E+13,4956.5742,AZ,26,Female,Hispanic,Less than high school,Not in labor force-disabled,,-1,1
3.01E+13,4489.8149,AZ,31,Female,Hispanic,Some college,Employed-at work,Professional and business services,"Bookkeeping, Accounting, and Auditing Clerks",3
3.01E+13,4493.2993,AZ,58,Female,Hispanic,High school,Employed-at work,Professional and business services,Maids and Housekeeping Cleaners,2
3.44E+13,5746.4531,AZ,47,Male,White,Some college,Employed-at work,Construction,"Managers, All Other",3
3.44E+13,4494.2075,AZ,45,Female,White,Some college,Employed-at work,Construction,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3
3.44E+13,5641.8364,AZ,19,Male,White,High school,Employed-at work,Leisure and hospitality,Entertainment and Recreation Managers,2
3.44E+13,5831.9229,AZ,39,Female,White,High school,Not in labor force-disabled,,-1,2
3.44E+13,,AZ,1,Female,White,,,,-1,NA
4.14E+13,4477.1758,AZ,69,Male,White,Some college,Employed-at work,Construction,Construction Equipment Operators,3
4.14E+13,3537.1748,AZ,68,Female,White,High school,Not in labor force-retired,,-1,2
4.14E+13,4527.9932,AZ,35,Female,White,High school,Employed-at work,Other services,Parking Attendants,2
4.48E+13,6252.5488,AZ,58,Male,White,Some college,Employed-at work,Manufacturing,"Inspectors, Testers, Sorters, Samplers, and Weighers",3
4.48E+13,4634.7163,AZ,53,Female,White,Some college,Employed-at work,Wholesale and retail trade,"Shipping, Receiving, and Inventory Clerks",3
4.60E+13,5615.2393,AZ,72,Male,Asian,Advanced,Not in labor force-retired,,-1,5
4.60E+13,4518.6548,AZ,70,Female,Asian,Advanced,Not in labor force-retired,,-1,5
4.60E+13,5127.9551,AZ,45,Male,Hispanic,Advanced,Employed-at work,Educational and health services,Surgeons,5
4.60E+13,4789.3765,AZ,36,Male,White,Advanced,Employed-at work,Educational and health services,Surgeons,5
4.62E+13,,AZ,36,Male,White,Advanced,,,-1,5
4.62E+13,3582.3074,AZ,37,Female,Hispanic,Advanced,Not in labor force-other,,-1,5
4.62E+13,,AZ,1,Male,Hispanic,,,,-1,NA
4.62E+13,,AZ,7,Male,Hispanic,,,,-1,NA
4.66E+13,4329.9224,AZ,70,Female,White,College,Not in labor force-retired,,-1,4
4.95E+13,4847.5034,AZ,35,Male,Hispanic,College,Employed-at work,Public administration,Correctional Officers and Jailers,4
4.95E+13,4729.4702,AZ,34,Female,Hispanic,College,Employed-at work,Educational and health services,Nuclear Medicine Technologists and Medical Dosimetrists,4
4.95E+13,,AZ,3,Male,Hispanic,,,,-1,NA
4.95E+13,,AZ,5,Male,Hispanic,,,,-1,NA
4.95E+13,4253.4331,AZ,66,Female,White,College,Not in labor force-retired,,-1,4
5.12E+13,3769.6765,AZ,31,Female,Hispanic,Advanced,Employed-at work,Educational and health services,Medical and Health Services Managers,5
5.43E+13,4729.0786,AZ,80,Female,White,High school,Not in labor force-retired,,-1,2
5.47E+13,3537.1748,AZ,68,Female,White,Some college,Not in labor force-retired,,-1,3
5.93E+13,4037.9956,AZ,49,Female,Black,Advanced,Employed-at work,Educational and health services,Chief Executives,5
5.93E+13,3725.0334,AZ,49,Male,Black,Advanced,Not in labor force-retired,,-1,5
6.18E+13,3702.082,AZ,80,Female,White,High school,Not in labor force-retired,,-1,2
6.20E+13,4246.7461,AZ,62,Female,White,Some college,Employed-at work,Manufacturing,Order Clerks,3
6.24E+13,4627.5571,AZ,56,Female,White,Some college,Employed-absent,Educational and health services,Childcare Workers,3
6.24E+13,5617.707,AZ,55,Male,White,Advanced,Employed-at work,Public administration,Training and Development Specialists,5
